,recuerdo,tiempo,juego,subj,session_o
1066,0,2,0,31,normal
1067,0,2,9,31,normal
1068,1,3,1,31,normal
1069,0,3,2,31,normal
1070,0,3,22,31,normal
1071,0,3,23,31,normal
1072,0,3,3,31,normal
1073,0,3,4,31,normal
1074,1,3,5,31,normal
1075,1,3,6,31,normal
1076,1,3,7,31,normal
1077,0,3,8,31,normal
1078,0,3,0,31,normal
1079,0,3,9,31,normal
1080,0,4,1,31,normal
1081,0,4,2,31,normal
1082,0,4,22,31,normal
1083,0,4,23,31,normal
1084,1,4,3,31,normal
1085,0,4,4,31,normal
1086,1,4,5,31,normal
1087,0,4,6,31,normal
1088,1,4,7,31,normal
1089,0,4,8,31,normal
1090,0,4,0,31,normal
1091,1,4,9,31,normal
1092,1,1,1,32,normal
1093,0,1,2,32,normal
1094,0,1,22,32,normal
1095,0,1,23,32,normal
1096,0,1,3,32,normal
1097,1,1,4,32,normal
1098,1,1,5,32,normal
1099,1,1,6,32,normal
1100,1,1,7,32,normal
1101,1,1,8,32,normal
1102,0,1,0,32,normal
1103,0,1,9,32,normal
1104,1,2,1,32,normal
1105,0,2,2,32,normal
1106,0,2,22,32,normal
1107,0,2,23,32,normal
1108,1,2,3,32,normal
1109,1,2,4,32,normal
1110,0,2,5,32,normal
1111,1,2,6,32,normal
1112,1,2,7,32,normal
1113,1,2,8,32,normal
1114,0,2,0,32,normal
1115,0,2,9,32,normal
1116,1,3,1,32,normal
1117,0,3,2,32,normal
1118,0,3,22,32,normal
1119,0,3,23,32,normal
1120,1,3,3,32,normal
1121,1,3,4,32,normal
1122,1,3,5,32,normal
1123,1,3,6,32,normal
1124,1,3,7,32,normal
1125,1,3,8,32,normal
1126,0,3,0,32,normal
1127,0,3,9,32,normal
1128,0,4,1,32,normal
1129,0,4,2,32,normal
1130,0,4,22,32,normal
1131,0,4,23,32,normal
1132,1,4,3,32,normal
1133,1,4,4,32,normal
1134,1,4,5,32,normal
1135,0,4,6,32,normal
1136,1,4,7,32,normal
1137,1,4,8,32,normal
1138,0,4,0,32,normal
1139,1,4,9,32,normal
1140,0,1,1,33,normal
1141,1,1,2,33,normal
1142,0,1,22,33,normal
1143,0,1,23,33,normal
1144,0,1,3,33,normal
1145,0,1,4,33,normal
1146,1,1,5,33,normal
1147,1,1,6,33,normal
1148,1,1,7,33,normal
1149,0,1,8,33,normal
1150,0,1,0,33,normal
1151,0,1,9,33,normal
1152,0,2,1,33,normal
1153,1,2,2,33,normal
1154,0,2,22,33,normal
1155,0,2,23,33,normal
1156,0,2,3,33,normal
1157,0,2,4,33,normal
1158,1,2,5,33,normal
1159,1,2,6,33,normal
1160,1,2,7,33,normal
1161,0,2,8,33,normal
1162,0,2,0,33,normal
1163,1,2,9,33,normal
1164,0,3,1,33,normal
1165,0,3,2,33,normal
1166,0,3,22,33,normal
1167,0,3,23,33,normal
1168,0,3,3,33,normal
1169,0,3,4,33,normal
1170,1,3,5,33,normal
1171,1,3,6,33,normal
1172,1,3,7,33,normal
1173,0,3,8,33,normal
1174,0,3,0,33,normal
1175,0,3,9,33,normal
1176,1,4,1,33,normal
1177,0,4,2,33,normal
1178,0,4,22,33,normal
1179,0,4,23,33,normal
1180,0,4,3,33,normal
1181,1,4,4,33,normal
1182,1,4,5,33,normal
1183,0,4,6,33,normal
1184,1,4,7,33,normal
1185,0,4,8,33,normal
1186,0,4,0,33,normal
1187,1,4,9,33,normal
1188,0,1,1,34,normal
1189,0,1,2,34,normal
1190,0,1,22,34,normal
1191,0,1,23,34,normal
1192,1,1,3,34,normal
1193,0,1,4,34,normal
1194,1,1,5,34,normal
1195,1,1,6,34,normal
1196,1,1,7,34,normal
1197,1,1,8,34,normal
1198,0,1,0,34,normal
1199,0,1,9,34,normal
1200,0,2,1,34,normal
1201,0,2,2,34,normal
1202,0,2,22,34,normal
1203,0,2,23,34,normal
1204,1,2,3,34,normal
1205,0,2,4,34,normal
1206,1,2,5,34,normal
1207,1,2,6,34,normal
1208,0,2,7,34,normal
1209,1,2,8,34,normal
1210,0,2,0,34,normal
1211,1,2,9,34,normal
1212,1,3,1,34,normal
1213,0,3,2,34,normal
1214,0,3,22,34,normal
1215,0,3,23,34,normal
1216,0,3,3,34,normal
1217,0,3,4,34,normal
1218,1,3,5,34,normal
1219,0,3,6,34,normal
1220,0,3,7,34,normal
1221,1,3,8,34,normal
1222,0,3,0,34,normal
1223,1,3,9,34,normal
1224,0,1,1,35,normal
1225,1,1,2,35,normal
1226,0,1,22,35,normal
1227,0,1,23,35,normal
1228,0,1,3,35,normal
1229,1,1,4,35,normal
1230,1,1,5,35,normal
1231,1,1,6,35,normal
1232,0,1,7,35,normal
1233,0,1,8,35,normal
1234,0,1,0,35,normal
1235,0,1,9,35,normal
1236,1,1,1,36,normal
1237,1,1,2,36,normal
1238,0,1,22,36,normal
1239,0,1,23,36,normal
1240,1,1,3,36,normal
1241,0,1,4,36,normal
1242,1,1,5,36,normal
1243,1,1,6,36,normal
1244,1,1,7,36,normal
1245,1,1,8,36,normal
1246,0,1,0,36,normal
1247,0,1,9,36,normal
1248,1,2,1,36,normal
1249,1,2,2,36,normal
1250,1,2,22,36,normal
1251,0,2,23,36,normal
1252,1,2,3,36,normal
1253,1,2,4,36,normal
1254,1,2,5,36,normal
1255,1,2,6,36,normal
1256,1,2,7,36,normal
1257,1,2,8,36,normal
1258,0,2,0,36,normal
1259,0,2,9,36,normal
1260,1,3,1,36,normal
1261,1,3,2,36,normal
1262,1,3,22,36,normal
1263,0,3,23,36,normal
1264,1,3,3,36,normal
1265,1,3,4,36,normal
1266,1,3,5,36,normal
1267,1,3,6,36,normal
1268,1,3,7,36,normal
1269,1,3,8,36,normal
1270,0,3,0,36,normal
1271,0,3,9,36,normal
1272,1,4,1,36,normal
1273,1,4,2,36,normal
1274,0,4,22,36,normal
1275,0,4,23,36,normal
1276,1,4,3,36,normal
1277,0,4,4,36,normal
1278,0,4,5,36,normal
1279,1,4,6,36,normal
1280,1,4,7,36,normal
1281,0,4,8,36,normal
1282,0,4,0,36,normal
1283,0,4,9,36,normal
1284,0,1,1,37,normal
1285,1,1,2,37,normal
1286,1,1,22,37,normal
1287,0,1,23,37,normal
1288,1,1,3,37,normal
1289,1,1,4,37,normal
1290,1,1,5,37,normal
1291,1,1,6,37,normal
1292,1,1,7,37,normal
1293,1,1,8,37,normal
1294,0,1,0,37,normal
1295,0,1,9,37,normal
1296,0,1,1,38,revés
1297,0,1,2,38,revés
1298,0,1,22,38,revés
1299,0,1,23,38,revés
1300,1,1,3,38,revés
1301,0,1,4,38,revés
1302,1,1,5,38,revés
1303,1,1,6,38,revés
1304,0,1,7,38,revés
1305,1,1,8,38,revés
1306,0,1,0,38,revés
1307,0,1,9,38,revés
1308,0,3,1,38,revés
1309,0,3,2,38,revés
1310,0,3,22,38,revés
1311,0,3,23,38,revés
1312,0,3,3,38,revés
1313,0,3,4,38,revés
1314,1,3,5,38,revés
1315,1,3,6,38,revés
1316,0,3,7,38,revés
1317,0,3,8,38,revés
1318,0,3,0,38,revés
1319,0,3,9,38,revés
1320,1,1,1,39,revés
1321,1,1,2,39,revés
1322,1,1,22,39,revés
1323,0,1,23,39,revés
1324,1,1,3,39,revés
1325,1,1,4,39,revés
1326,1,1,5,39,revés
1327,1,1,6,39,revés
1328,1,1,7,39,revés
1329,0,1,8,39,revés
1330,0,1,0,39,revés
1331,0,1,9,39,revés
1332,1,2,1,39,revés
1333,0,2,2,39,revés
1334,0,2,22,39,revés
1335,0,2,23,39,revés
1336,1,2,3,39,revés
1337,0,2,4,39,revés
1338,1,2,5,39,revés
1339,1,2,6,39,revés
1340,0,2,7,39,revés
1341,1,2,8,39,revés
1342,0,2,0,39,revés
1343,0,2,9,39,revés
1344,0,3,1,39,revés
1345,0,3,2,39,revés
1346,0,3,22,39,revés
1347,0,3,23,39,revés
1348,1,3,3,39,revés
1349,0,3,4,39,revés
1350,0,3,5,39,revés
1351,1,3,6,39,revés
1352,0,3,7,39,revés
1353,1,3,8,39,revés
1354,0,3,0,39,revés
1355,1,3,9,39,revés
1356,0,4,1,39,revés
1357,0,4,2,39,revés
1358,0,4,22,39,revés
1359,0,4,23,39,revés
1360,0,4,3,39,revés
1361,0,4,4,39,revés
1362,1,4,5,39,revés
1363,1,4,6,39,revés
1364,0,4,7,39,revés
1365,1,4,8,39,revés
1366,0,4,0,39,revés
1367,1,4,9,39,revés
1368,0,1,1,40,revés
1369,0,1,2,40,revés
1370,0,1,22,40,revés
1371,0,1,23,40,revés
1372,1,1,3,40,revés
1373,1,1,4,40,revés
1374,1,1,5,40,revés
1375,0,1,6,40,revés
1376,1,1,7,40,revés
1377,1,1,8,40,revés
1378,0,1,0,40,revés
1379,0,1,9,40,revés
1380,0,2,1,40,revés
1381,0,2,2,40,revés
1382,1,2,22,40,revés
1383,0,2,23,40,revés
1384,1,2,3,40,revés
1385,1,2,4,40,revés
1386,1,2,5,40,revés
1387,1,2,6,40,revés
1388,1,2,7,40,revés
1389,1,2,8,40,revés
1390,0,2,0,40,revés
1391,0,2,9,40,revés
1392,0,3,1,40,revés
1393,0,3,2,40,revés
1394,0,3,22,40,revés
1395,0,3,23,40,revés
1396,0,3,3,40,revés
1397,1,3,4,40,revés
1398,1,3,5,40,revés
1399,1,3,6,40,revés
1400,1,3,7,40,revés
1401,1,3,8,40,revés
1402,0,3,0,40,revés
1403,0,3,9,40,revés
1404,0,4,1,40,revés
1405,0,4,2,40,revés
1406,0,4,22,40,revés
1407,0,4,23,40,revés
1408,0,4,3,40,revés
1409,0,4,4,40,revés
1410,1,4,5,40,revés
1411,0,4,6,40,revés
1412,1,4,7,40,revés
1413,0,4,8,40,revés
1414,1,4,0,40,revés
1415,1,4,9,40,revés
1416,1,1,1,41,revés
1417,0,1,2,41,revés
1418,0,1,22,41,revés
1419,0,1,23,41,revés
1420,0,1,3,41,revés
1421,1,1,4,41,revés
1422,0,1,5,41,revés
1423,1,1,6,41,revés
1424,0,1,7,41,revés
1425,0,1,8,41,revés
1426,1,1,0,41,revés
1427,0,1,9,41,revés
1428,0,2,1,41,revés
1429,0,2,2,41,revés
1430,0,2,22,41,revés
1431,0,2,23,41,revés
1432,1,2,3,41,revés
1433,1,2,4,41,revés
1434,1,2,5,41,revés
1435,1,2,6,41,revés
1436,0,2,7,41,revés
1437,0,2,8,41,revés
1438,0,2,0,41,revés
1439,0,2,9,41,revés
1440,1,3,1,41,revés
1441,0,3,2,41,revés
1442,0,3,22,41,revés
1443,0,3,23,41,revés
1444,0,3,3,41,revés
1445,0,3,4,41,revés
1446,1,3,5,41,revés
1447,1,3,6,41,revés
1448,0,3,7,41,revés
1449,0,3,8,41,revés
1450,0,3,0,41,revés
1451,0,3,9,41,revés
1452,1,4,1,41,revés
1453,0,4,2,41,revés
1454,0,4,22,41,revés
1455,0,4,23,41,revés
1456,0,4,3,41,revés
1457,0,4,4,41,revés
1458,1,4,5,41,revés
1459,0,4,6,41,revés
1460,0,4,7,41,revés
1461,0,4,8,41,revés
1462,0,4,0,41,revés
1463,1,4,9,41,revés
1464,0,1,1,42,revés
1465,1,1,2,42,revés
1466,0,1,22,42,revés
1467,0,1,23,42,revés
1468,1,1,3,42,revés
1469,0,1,4,42,revés
1470,1,1,5,42,revés
1471,1,1,6,42,revés
1472,0,1,7,42,revés
1473,1,1,8,42,revés
1474,0,1,0,42,revés
1475,0,1,9,42,revés
1476,0,2,1,42,revés
1477,0,2,2,42,revés
1478,0,2,22,42,revés
1479,0,2,23,42,revés
1480,0,2,3,42,revés
1481,0,2,4,42,revés
1482,1,2,5,42,revés
1483,1,2,6,42,revés
1484,0,2,7,42,revés
1485,1,2,8,42,revés
1486,0,2,0,42,revés
1487,0,2,9,42,revés
1488,1,1,1,43,revés
1489,1,1,2,43,revés
1490,0,1,22,43,revés
1491,0,1,23,43,revés
1492,0,1,3,43,revés
1493,0,1,4,43,revés
1494,1,1,5,43,revés
1495,1,1,6,43,revés
1496,1,1,7,43,revés
1497,1,1,8,43,revés
1498,0,1,0,43,revés
1499,0,1,9,43,revés
1500,1,2,1,43,revés
1501,1,2,2,43,revés
1502,0,2,22,43,revés
1503,0,2,23,43,revés
1504,0,2,3,43,revés
1505,0,2,4,43,revés
1506,1,2,5,43,revés
1507,1,2,6,43,revés
1508,1,2,7,43,revés
1509,1,2,8,43,revés
1510,0,2,0,43,revés
1511,0,2,9,43,revés
1512,1,3,1,43,revés
1513,1,3,2,43,revés
1514,0,3,22,43,revés
1515,0,3,23,43,revés
1516,0,3,3,43,revés
1517,0,3,4,43,revés
1518,1,3,5,43,revés
1519,1,3,6,43,revés
1520,1,3,7,43,revés
1521,1,3,8,43,revés
1522,0,3,0,43,revés
1523,0,3,9,43,revés
1524,1,4,1,43,revés
1525,0,4,2,43,revés
1526,0,4,22,43,revés
1527,0,4,23,43,revés
1528,0,4,3,43,revés
1529,0,4,4,43,revés
1530,1,4,5,43,revés
1531,1,4,6,43,revés
1532,1,4,7,43,revés
1533,0,4,8,43,revés
1534,0,4,0,43,revés
1535,0,4,9,43,revés
1536,1,1,1,44,revés
1537,1,1,2,44,revés
1538,0,1,22,44,revés
1539,0,1,23,44,revés
1540,1,1,3,44,revés
1541,1,1,4,44,revés
1542,1,1,5,44,revés
1543,1,1,6,44,revés
1544,0,1,7,44,revés
1545,0,1,8,44,revés
1546,0,1,0,44,revés
1547,0,1,9,44,revés
1548,0,2,1,44,revés
1549,0,2,2,44,revés
1550,0,2,22,44,revés
1551,0,2,23,44,revés
1552,0,2,3,44,revés
1553,0,2,4,44,revés
1554,0,2,5,44,revés
1555,0,2,6,44,revés
1556,0,2,7,44,revés
1557,0,2,8,44,revés
1558,0,2,0,44,revés
1559,0,2,9,44,revés
1560,1,1,1,45,revés
1561,0,1,2,45,revés
1562,0,1,22,45,revés
1563,0,1,23,45,revés
1564,1,1,3,45,revés
1565,1,1,4,45,revés
1566,1,1,5,45,revés
1567,1,1,6,45,revés
1568,0,1,7,45,revés
1569,1,1,8,45,revés
1570,0,1,0,45,revés
1571,0,1,9,45,revés
1572,0,2,1,45,revés
1573,0,2,2,45,revés
1574,0,2,22,45,revés
1575,0,2,23,45,revés
1576,0,2,3,45,revés
1577,0,2,4,45,revés
1578,0,2,5,45,revés
1579,1,2,6,45,revés
1580,0,2,7,45,revés
1581,0,2,8,45,revés
1582,0,2,0,45,revés
1583,0,2,9,45,revés
1584,0,3,1,45,revés
1585,0,3,2,45,revés
1586,0,3,22,45,revés
1587,0,3,23,45,revés
1588,0,3,3,45,revés
1589,0,3,4,45,revés
1590,0,3,5,45,revés
1591,1,3,6,45,revés
1592,0,3,7,45,revés
1593,0,3,8,45,revés
1594,0,3,0,45,revés
1595,0,3,9,45,revés
1596,0,4,1,45,revés
1597,0,4,2,45,revés
1598,0,4,22,45,revés
1599,0,4,23,45,revés
1600,0,4,3,45,revés
1601,0,4,4,45,revés
1602,0,4,5,45,revés
1603,0,4,6,45,revés
1604,0,4,7,45,revés
1605,0,4,8,45,revés
1606,1,4,0,45,revés
1607,1,4,9,45,revés
1608,1,1,1,46,revés
1609,1,1,2,46,revés
1610,0,1,22,46,revés
1611,0,1,23,46,revés
1612,1,1,3,46,revés
1613,0,1,4,46,revés
1614,1,1,5,46,revés
1615,1,1,6,46,revés
1616,1,1,7,46,revés
1617,1,1,8,46,revés
1618,0,1,0,46,revés
1619,0,1,9,46,revés
1620,1,1,1,47,revés
1621,1,1,2,47,revés
1622,0,1,22,47,revés
1623,0,1,23,47,revés
1624,1,1,3,47,revés
1625,1,1,4,47,revés
1626,1,1,5,47,revés
1627,0,1,6,47,revés
1628,1,1,7,47,revés
1629,1,1,8,47,revés
1630,0,1,0,47,revés
1631,0,1,9,47,revés
1632,1,2,1,47,revés
1633,1,2,2,47,revés
1634,0,2,22,47,revés
1635,0,2,23,47,revés
1636,1,2,3,47,revés
1637,1,2,4,47,revés
1638,1,2,5,47,revés
1639,1,2,6,47,revés
1640,1,2,7,47,revés
1641,1,2,8,47,revés
1642,0,2,0,47,revés
1643,0,2,9,47,revés
1644,1,1,1,48,revés
1645,1,1,2,48,revés
1646,0,1,22,48,revés
1647,0,1,23,48,revés
1648,0,1,3,48,revés
1649,1,1,4,48,revés
1650,1,1,5,48,revés
1651,0,1,6,48,revés
1652,0,1,7,48,revés
1653,0,1,8,48,revés
1654,0,1,0,48,revés
1655,1,1,9,48,revés
1656,0,1,1,49,revés
1657,1,1,2,49,revés
1658,0,1,22,49,revés
1659,0,1,23,49,revés
1660,0,1,3,49,revés
1661,1,1,4,49,revés
1662,1,1,5,49,revés
1663,1,1,6,49,revés
1664,1,1,7,49,revés
1665,0,1,8,49,revés
1666,0,1,0,49,revés
1667,0,1,9,49,revés
1668,0,2,1,49,revés
1669,1,2,2,49,revés
1670,0,2,22,49,revés
1671,0,2,23,49,revés
1672,0,2,3,49,revés
1673,1,2,4,49,revés
1674,1,2,5,49,revés
1675,1,2,6,49,revés
1676,1,2,7,49,revés
1677,1,2,8,49,revés
1678,0,2,0,49,revés
1679,1,2,9,49,revés
1680,1,1,1,50,revés
1681,0,1,2,50,revés
1682,0,1,22,50,revés
1683,0,1,23,50,revés
1684,1,1,3,50,revés
1685,1,1,4,50,revés
1686,1,1,5,50,revés
1687,1,1,6,50,revés
1688,1,1,7,50,revés
1689,0,1,8,50,revés
1690,0,1,0,50,revés
1691,0,1,9,50,revés
1692,0,2,1,50,revés
1693,0,2,2,50,revés
1694,0,2,22,50,revés
1695,0,2,23,50,revés
1696,1,2,3,50,revés
1697,1,2,4,50,revés
1698,1,2,5,50,revés
1699,1,2,6,50,revés
1700,0,2,7,50,revés
1701,1,2,8,50,revés
1702,0,2,0,50,revés
1703,0,2,9,50,revés
1704,0,3,1,50,revés
1705,0,3,2,50,revés
1706,0,3,22,50,revés
1707,0,3,23,50,revés
1708,1,3,3,50,revés
1709,1,3,4,50,revés
1710,1,3,5,50,revés
1711,1,3,6,50,revés
1712,0,3,7,50,revés
1713,1,3,8,50,revés
1714,0,3,0,50,revés
1715,0,3,9,50,revés
1716,0,4,1,50,revés
1717,0,4,2,50,revés
1718,0,4,22,50,revés
1719,0,4,23,50,revés
1720,1,4,3,50,revés
1721,0,4,4,50,revés
1722,1,4,5,50,revés
1723,1,4,6,50,revés
1724,0,4,7,50,revés
1725,1,4,8,50,revés
1726,0,4,0,50,revés
1727,0,4,9,50,revés
1728,0,1,1,51,revés
1729,0,1,2,51,revés
1730,0,1,22,51,revés
1731,0,1,23,51,revés
1732,1,1,3,51,revés
1733,1,1,4,51,revés
1734,1,1,5,51,revés
1735,0,1,6,51,revés
1736,1,1,7,51,revés
1737,0,1,8,51,revés
1738,0,1,0,51,revés
1739,0,1,9,51,revés
1740,0,2,1,51,revés
1741,0,2,2,51,revés
1742,0,2,22,51,revés
1743,0,2,23,51,revés
1744,0,2,3,51,revés
1745,0,2,4,51,revés
1746,1,2,5,51,revés
1747,0,2,6,51,revés
1748,0,2,7,51,revés
1749,0,2,8,51,revés
1750,0,2,0,51,revés
1751,0,2,9,51,revés
1752,0,4,1,51,revés
1753,0,4,2,51,revés
1754,0,4,22,51,revés
1755,0,4,23,51,revés
1756,0,4,3,51,revés
1757,0,4,4,51,revés
1758,1,4,5,51,revés
1759,0,4,6,51,revés
1760,0,4,7,51,revés
1761,0,4,8,51,revés
1762,0,4,0,51,revés
1763,0,4,9,51,revés
1764,0,1,1,52,revés
1765,1,1,2,52,revés
1766,0,1,22,52,revés
1767,0,1,23,52,revés
1768,0,1,3,52,revés
1769,0,1,4,52,revés
1770,1,1,5,52,revés
1771,0,1,6,52,revés
1772,0,1,7,52,revés
1773,0,1,8,52,revés
1774,0,1,0,52,revés
1775,0,1,9,52,revés
1776,1,1,1,53,revés
1777,0,1,2,53,revés
1778,0,1,22,53,revés
1779,0,1,23,53,revés
1780,1,1,3,53,revés
1781,1,1,4,53,revés
1782,1,1,5,53,revés
1783,1,1,6,53,revés
1784,0,1,7,53,revés
1785,1,1,8,53,revés
1786,0,1,0,53,revés
1787,0,1,9,53,revés
1788,0,2,1,53,revés
1789,0,2,2,53,revés
1790,0,2,22,53,revés
1791,0,2,23,53,revés
1792,0,2,3,53,revés
1793,1,2,4,53,revés
1794,1,2,5,53,revés
1795,1,2,6,53,revés
1796,0,2,7,53,revés
1797,1,2,8,53,revés
1798,0,2,0,53,revés
1799,0,2,9,53,revés
1800,0,3,1,53,revés
1801,0,3,2,53,revés
1802,0,3,22,53,revés
1803,0,3,23,53,revés
1804,0,3,3,53,revés
1805,1,3,4,53,revés
1806,1,3,5,53,revés
1807,1,3,6,53,revés
1808,0,3,7,53,revés
1809,1,3,8,53,revés
1810,0,3,0,53,revés
1811,0,3,9,53,revés
1812,0,4,1,53,revés
1813,0,4,2,53,revés
1814,0,4,22,53,revés
1815,0,4,23,53,revés
1816,0,4,3,53,revés
1817,0,4,4,53,revés
1818,1,4,5,53,revés
1819,1,4,6,53,revés
1820,0,4,7,53,revés
1821,0,4,8,53,revés
1822,0,4,0,53,revés
1823,1,4,9,53,revés
1824,0,1,1,54,revés
1825,0,1,2,54,revés
1826,0,1,22,54,revés
1827,0,1,23,54,revés
1828,0,1,3,54,revés
1829,0,1,4,54,revés
1830,0,1,5,54,revés
1831,0,1,6,54,revés
1832,1,1,7,54,revés
1833,0,1,8,54,revés
1834,0,1,0,54,revés
1835,0,1,9,54,revés
1836,0,2,1,54,revés
1837,0,2,2,54,revés
1838,0,2,22,54,revés
1839,0,2,23,54,revés
1840,0,2,3,54,revés
1841,0,2,4,54,revés
1842,1,2,5,54,revés
1843,1,2,6,54,revés
1844,1,2,7,54,revés
1845,0,2,8,54,revés
1846,0,2,0,54,revés
1847,0,2,9,54,revés
1848,0,3,1,54,revés
1849,0,3,2,54,revés
1850,0,3,22,54,revés
1851,0,3,23,54,revés
1852,0,3,3,54,revés
1853,0,3,4,54,revés
1854,0,3,5,54,revés
1855,0,3,6,54,revés
1856,0,3,7,54,revés
1857,0,3,8,54,revés
1858,1,3,0,54,revés
1859,1,3,9,54,revés
1860,1,1,1,55,revés
1861,1,1,2,55,revés
1862,0,1,22,55,revés
1863,0,1,23,55,revés
1864,1,1,3,55,revés
1865,0,1,4,55,revés
1866,1,1,5,55,revés
1867,1,1,6,55,revés
1868,1,1,7,55,revés
1869,1,1,8,55,revés
1870,0,1,0,55,revés
1871,0,1,9,55,revés
1872,0,2,1,55,revés
1873,1,2,2,55,revés
1874,0,2,22,55,revés
1875,0,2,23,55,revés
1876,1,2,3,55,revés
1877,0,2,4,55,revés
1878,1,2,5,55,revés
1879,1,2,6,55,revés
1880,1,2,7,55,revés
1881,1,2,8,55,revés
1882,0,2,0,55,revés
1883,0,2,9,55,revés
1884,1,1,1,56,revés
1885,0,1,2,56,revés
1886,0,1,22,56,revés
1887,0,1,23,56,revés
1888,1,1,3,56,revés
1889,1,1,4,56,revés
1890,1,1,5,56,revés
1891,1,1,6,56,revés
1892,0,1,7,56,revés
1893,0,1,8,56,revés
1894,0,1,0,56,revés
1895,0,1,9,56,revés
1896,0,1,1,57,revés
1897,1,1,2,57,revés
1898,1,1,22,57,revés
1899,0,1,23,57,revés
1900,1,1,3,57,revés
1901,0,1,4,57,revés
1902,1,1,5,57,revés
1903,1,1,6,57,revés
1904,0,1,7,57,revés
1905,1,1,8,57,revés
1906,0,1,0,57,revés
1907,0,1,9,57,revés
1908,1,2,1,57,revés
1909,1,2,2,57,revés
1910,1,2,22,57,revés
1911,0,2,23,57,revés
1912,1,2,3,57,revés
1913,0,2,4,57,revés
1914,1,2,5,57,revés
1915,1,2,6,57,revés
1916,1,2,7,57,revés
1917,1,2,8,57,revés
1918,0,2,0,57,revés
1919,0,2,9,57,revés
1920,0,3,1,57,revés
1921,0,3,2,57,revés
1922,1,3,22,57,revés
1923,0,3,23,57,revés
1924,1,3,3,57,revés
1925,0,3,4,57,revés
1926,1,3,5,57,revés
1927,1,3,6,57,revés
1928,0,3,7,57,revés
1929,1,3,8,57,revés
1930,0,3,0,57,revés
1931,0,3,9,57,revés
1932,0,4,1,57,revés
1933,0,4,2,57,revés
1934,0,4,22,57,revés
1935,0,4,23,57,revés
1936,0,4,3,57,revés
1937,0,4,4,57,revés
1938,1,4,5,57,revés
1939,0,4,6,57,revés
1940,0,4,7,57,revés
1941,1,4,8,57,revés
1942,0,4,0,57,revés
1943,1,4,9,57,revés
1944,0,1,1,58,revés
1945,0,1,2,58,revés
1946,0,1,22,58,revés
1947,0,1,23,58,revés
1948,1,1,3,58,revés
1949,1,1,4,58,revés
1950,1,1,5,58,revés
1951,1,1,6,58,revés
1952,0,1,7,58,revés
1953,0,1,8,58,revés
1954,0,1,0,58,revés
1955,0,1,9,58,revés
1956,0,2,1,58,revés
1957,0,2,2,58,revés
1958,0,2,22,58,revés
1959,0,2,23,58,revés
1960,1,2,3,58,revés
1961,1,2,4,58,revés
1962,1,2,5,58,revés
1963,1,2,6,58,revés
1964,0,2,7,58,revés
1965,1,2,8,58,revés
1966,0,2,0,58,revés
1967,0,2,9,58,revés
1968,1,1,1,59,revés
1969,1,1,2,59,revés
1970,0,1,22,59,revés
1971,0,1,23,59,revés
1972,1,1,3,59,revés
1973,0,1,4,59,revés
1974,1,1,5,59,revés
1975,1,1,6,59,revés
1976,1,1,7,59,revés
1977,1,1,8,59,revés
1978,0,1,0,59,revés
1979,0,1,9,59,revés
1980,1,2,1,59,revés
1981,0,2,2,59,revés
1982,0,2,22,59,revés
1983,0,2,23,59,revés
1984,1,2,3,59,revés
1985,0,2,4,59,revés
1986,1,2,5,59,revés
1987,1,2,6,59,revés
1988,1,2,7,59,revés
1989,1,2,8,59,revés
1990,0,2,0,59,revés
1991,0,2,9,59,revés
1992,0,3,1,59,revés
1993,0,3,2,59,revés
1994,0,3,22,59,revés
1995,0,3,23,59,revés
1996,1,3,3,59,revés
1997,0,3,4,59,revés
1998,1,3,5,59,revés
1999,1,3,6,59,revés
2000,1,3,7,59,revés
2001,0,3,8,59,revés
2002,0,3,0,59,revés
2003,0,3,9,59,revés
2004,0,4,1,59,revés
2005,0,4,2,59,revés
2006,0,4,22,59,revés
2007,0,4,23,59,revés
2008,1,4,3,59,revés
2009,0,4,4,59,revés
2010,1,4,5,59,revés
2011,1,4,6,59,revés
2012,1,4,7,59,revés
2013,0,4,8,59,revés
2014,0,4,0,59,revés
2015,0,4,9,59,revés
2016,1,1,1,60,revés
2017,1,1,2,60,revés
2018,0,1,22,60,revés
2019,0,1,23,60,revés
2020,1,1,3,60,revés
2021,1,1,4,60,revés
2022,1,1,5,60,revés
2023,1,1,6,60,revés
2024,1,1,7,60,revés
2025,0,1,8,60,revés
2026,0,1,0,60,revés
2027,0,1,9,60,revés
2028,0,2,1,60,revés
2029,1,2,2,60,revés
2030,0,2,22,60,revés
2031,0,2,23,60,revés
2032,1,2,3,60,revés
2033,1,2,4,60,revés
2034,1,2,5,60,revés
2035,1,2,6,60,revés
2036,1,2,7,60,revés
2037,1,2,8,60,revés
2038,0,2,0,60,revés
2039,0,2,9,60,revés
2040,1,3,1,60,revés
2041,1,3,2,60,revés
2042,0,3,22,60,revés
2043,0,3,23,60,revés
2044,0,3,3,60,revés
2045,1,3,4,60,revés
2046,1,3,5,60,revés
2047,1,3,6,60,revés
2048,1,3,7,60,revés
2049,1,3,8,60,revés
2050,0,3,0,60,revés
2051,0,3,9,60,revés
2052,0,4,1,60,revés
2053,0,4,2,60,revés
2054,0,4,22,60,revés
2055,0,4,23,60,revés
2056,0,4,3,60,revés
2057,1,4,4,60,revés
2058,1,4,5,60,revés
2059,1,4,6,60,revés
2060,1,4,7,60,revés
2061,1,4,8,60,revés
2062,0,4,0,60,revés
2063,0,4,9,60,revés
